"TST",3,"HKU",82,13.20,6.50,15.50,6.50,6.50,6.50
"TST",3,"KET",83,13.20,6.50,15.50,6.50,6.50,6.50
"TST",3,"HOM",84,5.90,3.20,6.00,3.20,3.50,3.50
"TST",3,"WHA",85,5.90,3.20,6.00,3.20,3.50,3.50
"TST",3,"OCP",86,13.20,6.50,15.50,6.50,6.50,6.50
"TST",3,"WCH",87,13.20,6.50,15.50,6.50,6.50,6.50
"TST",3,"LET",88,13.20,6.50,15.50,6.50,6.50,6.50
"TST",3,"SOH",89,15.80,7.40,16.00,7.40,7.50,7.50
"TST",3,"HIK",90,10.10,5.10,15.10,5.50,5.50
"TST",3,"KAT",91,7.40,3.70,7.50,3.70,4.00,4.00
"TST",3,"SUW",92,5.90,3.20,6.00,3.20,3.50,3.50
"TST",3,"TKW",93,5.90,3.20,6.00,3.20,3.50,3.50
"JOR",4,"CEN",1,10.60,5.40,12.50,5.40,5.50,5.50
"JOR",4,"ADM",2,10.60,5.40,12.50,5.40,5.50,5.50
"JOR",4,"TST",3,4.90,3.20,5.00,3.20,3.50,3.50
"JOR",4,"JOR",4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"JOR",4,"YMT",5,4.90,3.20,5.00,3.20,3.50,3.50
"JOR",4,"MOK",6,4.90,3.20,5.00,3.20,3.50,3.50
"JOR",4,"SKM",7,5.90,3.20,6.00,3.20,3.50,3.50
"JOR",4,"KOT",8,7.40,3.70,7.50,3.70,4.00,4.00
"JOR",4,"LOF",9,7.40,3.70,7.50,3.70,4.00,4.00
"JOR",4,"WTS",10,9.20,4.40,10.50,4.40,4.50,4.50
"JOR",4,"DIH",11,9.20,4.40,10.50,4.40,4.50,4.50
"JOR",4,"CHH",12,9.20,4.40,10.50,4.40,4.50,4.50
"JOR",4,"KOB",13,9.20,4.40,10.50,4.40,4.50,4.50
"JOR",4,"NTK",14,9.20,4.40,10.50,4.40,4.50,4.50
